sentence,label
环境和社会我们的使命对社会负责回馈社会建设国家我们的关注我们将低碳理念融入到运营业务和公益中，注重节能减排，促进绿色信贷，倡导绿色公益，全面促进低碳经济发展；我们关注社区建设，继续推进教育助学灾难救助扶持小微企业消费者教育等公益慈善项目，带动员工参与企业社会责任建设,1
我们充分认识到，必须从战略高度看待环境问题，不仅要注重自身的节能减排，还需要把环境因素融入到我们的产品和服务中，促进客户和合作伙伴减少碳排放，带动社区可持续发展,1
环境方面年，我们开展了低碳活动，将多项低碳措施贯穿到我们的日常运营业务经营及社会公益三大方面中，为建设绿色金融企业而积极探索，努力实践,1
具体如下总行大厦采取了多项节能技术改造和管理改进措施，地下停车场和物业办公区照明由部分灯管改用节能灯具，节电率，节约用电万度；对保安岗亭采用定岗定量的管理措施，年岗亭用电度，同比年度减少用电度，取得了明显的节能减排效果,1
南山大厦对中央空调采取多项措施节能，大大降低用电，全年节约用电万度,1
分行大厦在照明变压器空调节能方面均采取了措施,1
负一层通道灯安装红外感应开关，做到了人来亮灯，人走灯灭，效果较好；及时报停变压器，减少变压器损耗；冷却水泵冷冻水泵安装变频设备达到节能效果,1
管理上采取层层分解，责任到人，让每个大厦每个人都有压力和动力，同时向大厦所有办公人员进行宣传，使每个人都养成节能的习惯，共同营造一个节能的工作氛围,1
各部门齐心协力各司其职，交叉管理，做到人人有责任，人人都节约，共同营造一个节能的工作氛围,1
一是实行贷款分类指导，积极支持符合国家产业环保政策，具有核心竞争能力强资产质量高贷款效益好的行业；谨慎介入行业成熟，市场竞争激烈，行业风险较大，受到政策调控限制较严的部分产能过剩行业等,0
且要求每年两高一剩行业和落后产能贷款增幅不超过各项贷款平均增幅；三是按照国际领先银行执行绿色金融的普遍做法，支持节能减排重点工程和项目，支持节能减排技术创新技术改造和产品推广，助推产业升级，实现绿色发展,1
我们建立了绿色信贷的快速审批通道，积极开展绿色信贷，积极支持授信企业节能减排和发展低碳经济项目，积极支持新能源经济，对绿色经济实行快速通道审批,1
对列入国家和省级的重大节能环保项目，优先安排审批，优先给予额度支持,1
对属于产业结构调整指导目录淘汰类的项目环保违法项目以及其他不符合国家节能减排政策规定和国家明确要求淘汰的落后产能的违规项目，不得提供任何形式的新增授信，已有授信要采取妥善措施确保债权安全收回,1
线上供应链金融以互动协同可视为理念，利用成熟互联网和技术构建平台，链接供应链的上下游及各参与方，包括核心企业中小企业银行物流服务商等，实现各方信息交互，业务协同，交易透明；并通过对相关各方经营活动中所产生的商流物流资金流信息流的归集和整合，提供适应供应链全链条的在线融资结算投资理财等综合金融与增值服务,0
绿色采购管理体系我们在全行应用和推广了电子采购系统，尽量实现无纸化投标及存档；采购项目涉及分行的，通过电话邮件沟通，同时实现远程评标；我们在采购合同中加入环境条款，用来规范供应商的环保措施，并在同等情况下，优先选用采用环境安全措施的供应商；通过视频方式组织全行的采购培训,1
促进公众践行环保理念地球一小时年月日，我们总部及深圳分行几个大厦的办公职场参加了由世界自然基金会倡议的地球一小时熄灯活动；我们还倡议租住大厦的客户参与到该活动中来，积极普及低碳生活理念，倡导低碳生活,1
年的计划和目标持续开展运营节能减排年，我们将持续落实中国平安低碳行动，通过一系列技术手段和管理流程，在公司运营的各个环节，持续进行节能减排和绿色运营管理,1
对于全行授信客户逐步添加环境分类标志和绿色信贷标识，对全行支持节能减排和淘汰落后产能信贷情况进行动态监控和定期专项统计，以便于进一步加强对授信客户的环境和社会风险控制，支持绿色信贷业务发展,1
合作伙伴我们的使命合作伙伴互惠互利实现共赢我们的关注我们关注中小银行券商基金公司以及物流企业等合作伙伴，确保消费者享受到更加便捷的服务；我们在采购制度采购评分环保产品使用方面帮助供应商提升企业社会责任能力建设,0
供应商年，在供应商管理方面，通过制度建设系统建设供应商信息库管理以及年度供应商评估优化等工作，进一步提升采购工作的高效环保廉洁,0
在采购流程中逐步纳入企业社会责任主动筛选原则我们要在采购流程中逐步纳入企业社会责任主动筛选原则，有针对性地在采购过程中提出低碳环保的制度要求,1
同时，我们还要总结整理环保产品开发的经验，对内积极宣传符合环保要求的产品的使用；对外加强与供应商的沟通，鼓励供应商推荐符合需求的环保产品,1
根据需求和市场发展趋势，丰富各层次环保产品的采购目录,1
通过采取节能措施和提高使用效率而节省的能源通过采取节能措施和提高使用效率而节省的能源,1
提供节能或再生能源的产品与服务的措施，及这些措施在降低能源需求方面的成果,1
按类型计的环保总开支和总投资,0
三是按照国际领先银行执行赤道原则的普遍做法，积极支持节能减排重点工程和项目，支持节能减排技术创新技术改造和产品推广,1
对属于产业结构调整指导目录淘汰类的项目环保违法项目以及其他不符合国家节能减排政策规定和国家明确要求淘汰的落后产能的违规项目，不得提供任何形式的新增授信，已有授信要采取妥善措施确保债权安全收回,0
本行建立了绿色信贷的快速审批通道，积极开展绿色信贷，支持授信企业节能减排和发展低碳经济项目，支持新能源经济，对绿色经济实行快速通道审批,1
